CODIGO,TÍTULO,AUTOR,EDITORIAL,ESTADO,UBICACIÓN 
DRTSC.2.602,PROPUESTA PARA EL IMPULSO DE UN PROCESO DE DESCENTRALIZACIÓN EN EL SALVADOR,ALBERTO ENRÍQUEZ VILLACORTA,FUNDE,EXCELENTE ,M1C5
DRTSC.2.603,PROPUESTA PARA EL IMPULSO DE UN PROCESO DE DESCENTRALIZACIÓN EN EL SALVADOR,ALBERTO ENRÍQUEZ VILLACORTA,FUNDE,EXCELENTE ,M1C5
DRTSC.2.604,LA EXPERIENCIA DE DESCONCENTRACIÓN DE SERVICIOS EN EL MUNICIPIO DE SAN SALVADOR,VÍCTOR ANTONIO ORELLANA,FUNDAUNGO,EXCELENTE ,M1C5
DRTSC.2.605,LA EXPERIENCIA DE DESCONCENTRACIÓN DE SERVICIOS EN EL MUNICIPIO DE SAN SALVADOR,VÍCTOR ANTONIO ORELLANA,FUNDAUNGO,EXCELENTE ,M1C5
DRTSC.2.606,LA PLANEACIÓN LOCAL: ESPACIOS PARA LA PARTICIPACIÓN CIUDADANA Y COMUNITARIA (INCLUYE CD),JOSÉ MIGUEL VILLARREAL BARÓN,EDITORIAL TIEMPO DE LEER,EXCELENTE ,M1C5
DRTSC.2.607,LA PLANEACIÓN LOCAL: ESPACIOS PARA LA PARTICIPACIÓN CIUDADANA Y COMUNITARIA (INCLUYE CD),JOSÉ MIGUEL VILLARREAL BARÓN,EDITORIAL TIEMPO DE LEER,EXCELENTE ,M1C5
DRTSC.2.608,LA PROBLEMÁTICA URBANA: LOS CASOS DE LAS ZONAS COMERCIALES DE SAN SALVADOR Y NUEVA SAN SALVADOR,INSTITUTO SALVADOREÑO DE ADMINISTRACIÓN MUNICIAPAL (ISAM),EDITORIAL ÉPOCA,EXCELENTE ,M1C5
DRTSC.2.609,LA PROBLEMÁTICA URBANA: LOS CASOS DE LAS ZONAS COMERCIALES DE SAN SALVADOR Y NUEVA SAN SALVADOR,INSTITUTO SALVADOREÑO DE ADMINISTRACIÓN MUNICIAPAL (ISAM),EDITORIAL ÉPOCA,EXCELENTE ,M1C5
DRTSC.2.610,MANUAL DE PLANIFICACIÓN DE PROGRAMAS DE COMUNICACIÓN Y EDUCACIÓN AMBIENTAL: PROYECTO PILOTO DE DESCENTRALIZACIÓN DE LA GESTIÓN AMBIENTAL EN CUATRO MUNICIPIOS DE EL SALVADOR,MINISTERIO DE MEDIO AMBIENTE Y RECURSOS NATURALES,EDITORIAL MAYA,EXCELENTE ,M1C5
DRTSC.2.611,POLÍTICA METROPOLITANA DE SEGURIDAD URBANA,FIDER ERNESTO FUENTES CALDERON,COAMSS,EXCELENTE ,M1C5
DRTSC.2.612,POLÍTICA METROPOLITANA DE SEGURIDAD URBANA,FIDER ERNESTO FUENTES CALDERON,COAMSS,EXCELENTE ,M1C5
DRTSC.2.613,POLÍTICA METROPOLITANA DE SEGURIDAD URBANA,FIDER ERNESTO FUENTES CALDERON,COAMSS,EXCELENTE ,M1C5
DRTSC.2.614,POLÍTICA MUNICIPAL DE CONVIVENCIA Y SEGURIDAD CIUDADANA SAN JUAN OPICO,"REYNA DEL CARMEN CRUZ GARCIA, AIDA DEL CARMEN ARACELY MELÉNDEZ Y GERMÁN ALBERTO BENÍTEZ ",INICIATIVA SOCIAL PARA LA DEMOCRACIA (ISD),EXCELENTE ,M1C5
DRTSC.2.615,POLÍTICA MUNICIPAL. PARA LA NIÑEZ Y ADOLESCENCIA DEL MUNICIPIO DE TECOLUCA,FUNDACION NACIONAL PARA EL DESARROLLO (FUNDE),FUNDACION NACIONAL PARA EL DESARROLLO (FUNDE),EXCELENTE ,M1C5
DRTSC.2.616,POLÍTICA MUNICIPAL. PARA LA NIÑEZ Y ADOLESCENCIA DEL MUNICIPIO DE TECOLUCA,FUNDACION NACIONAL PARA EL DESARROLLO (FUNDE),FUNDACION NACIONAL PARA EL DESARROLLO (FUNDE),EXCELENTE ,M1C5
DRTSC.2.617,RESUMEN PLAMADUR AMSSA: PLAN MAESTRO DE DESARROLLO URBANO DEL ÁREA METROPOLITANA DE SAN SALVADOR AMPLIADA,FABRIZIO BRUTTI,FLACSO / FUNDAUNGO,EXCELENTE ,M1C5
DRTSC.2.618,PROPUESTA DE MODELO: MEJORA DE LA GESTIÓN TRIBUTARIA MUNICIPAL,"DEMUCA, COMURES",FUNDACIÓN DEMUCA,EXCELENTE ,M1C5
DRTSC.2.619,MANUAL PARA LA FORMULACIÓN DE ORDENANZAS MUNICIPALES AMBIENTALES,MINISTERIO DE MEDIO AMBIENTE Y RECURSOS NATURALES,IMPRENTA CRITERIO,EXCELENTE ,M1C5
DRTSC.2.620,LA ADMINISTRACIÓN CLINTON,NO IDENTIFICADO,NO IDENTIFICADO,EXCELENTE ,M1C5
DRTSC.2.621,LA ADMINISTRACIÓN CLINTON,NO IDENTIFICADO,NO IDENTIFICADO,EXCELENTE ,M1C5
DRTSC.2.622,"GUÍA DE ESTÁNDARES PARA EL PERSONAL DE LAS ENTIDADES PÚBLICAS Y PRIVADAS QUE SE OCUPAN DE LA PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES: APLICACIÓN DE DIRECTRICES DE LAS NACIONES UNIDAS SOBRE LAS MODALIDADES ALTERNATIVAS DE CUIDADO DE LOS NIÑOS",RED LATINOAMERICANA DE ACOGIMIENTO FAMILIAR (RELAF) / FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),RELAF / UNICEF,EXCELENTE ,M1D1
DRTSC.2.623,"GUÍA DE ESTÁNDARES PARA EL PERSONAL DE LAS ENTIDADES PÚBLICAS Y PRIVADAS QUE SE OCUPAN DE LA PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES: APLICACIÓN DE DIRECTRICES DE LAS NACIONES UNIDAS SOBRE LAS MODALIDADES ALTERNATIVAS DE CUIDADO DE LOS NIÑOS",RED LATINOAMERICANA DE ACOGIMIENTO FAMILIAR (RELAF) / FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),RELAF / UNICEF,EXCELENTE ,M1D1
DRTSC.2.624,"GUÍA DE ESTÁNDARES PARA EL PERSONAL DE LAS ENTIDADES PÚBLICAS Y PRIVADAS QUE SE OCUPAN DE LA PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES: APLICACIÓN DE DIRECTRICES DE LAS NACIONES UNIDAS SOBRE LAS MODALIDADES ALTERNATIVAS DE CUIDADO DE LOS NIÑOS",RED LATINOAMERICANA DE ACOGIMIENTO FAMILIAR (RELAF) / FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),RELAF / UNICEF,EXCELENTE ,M1D1
DRTSC.2.625,"GUÍA DE ESTÁNDARES PARA EL PERSONAL DE LAS ENTIDADES PÚBLICAS Y PRIVADAS QUE SE OCUPAN DE LA PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES: APLICACIÓN DE DIRECTRICES DE LAS NACIONES UNIDAS SOBRE LAS MODALIDADES ALTERNATIVAS DE CUIDADO DE LOS NIÑOS",RED LATINOAMERICANA DE ACOGIMIENTO FAMILIAR (RELAF) / FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),RELAF / UNICEF,EXCELENTE ,M1D1
DRTSC.2.626,"GUÍA DE ESTÁNDARES PARA EL PERSONAL DE LAS ENTIDADES PÚBLICAS Y PRIVADAS QUE SE OCUPAN DE LA PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES: APLICACIÓN DE DIRECTRICES DE LAS NACIONES UNIDAS SOBRE LAS MODALIDADES ALTERNATIVAS DE CUIDADO DE LOS NIÑOS",RED LATINOAMERICANA DE ACOGIMIENTO FAMILIAR (RELAF) / FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),RELAF / UNICEF,EXCELENTE ,M1D1
DRTSC.2.627,EL NUEVO CONCEPTO DE LA SEGURIDAD NACIONAL SALVADOREÑA,CENTRO DE ESTUDIOS DEMOCRÁTICOS (CEDEM),FUNDACIÓN HANNS SEIDEL,EXCELENTE ,M1D1
DRTSC.2.628,EL ARTE DE LA GUERRA,SUN TZU,GRADIFCO,EXCELENTE ,M1D1
DRTSC.2.629,EL ARTE DE LA GUERRA,SUN TZU,MESTAS EDICIONES,EXCELENTE ,M1D1
DRTSC.2.630,"IMAGINARIO COLECTIVO, MOVIMIENTOS JUVENILES Y CULTURA CIUDADANA JUVENIL EN EL SALVADOR","SAÚL CAMPOS MORÁN, PAOLA MARÍA NAVARRETE, CARLOS FELIPE OSEGUEDA",UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1D1
DRTSC.2.631,"INFORME CONSOLIDADO 2013: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.632,"INFORME CONSOLIDADO 2013: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.633,"INFORME CONSOLIDADO 2013: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.634,"INFORME CONSOLIDADO 2013: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.635,"INFORME ANUAL CONSOLIDADO 2014: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN  COMPARTIDA, ART. 176 LEPINA","CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.636,"INFORME ANUAL CONSOLIDADO 2014: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN  COMPARTIDA, ART. 176 LEPINA","CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.637,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.638,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.639,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.640,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.641,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.642,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.643,INFORME ANUAL CONSOLIDADO DE LAS ENTIDADES DE ATENCIÓN A LA NIÑEZ Y LA ADOLESCENCIA 2015: EN CUMPLIMIENTO DEL ART. 176 LEPINA,"CARLOS TITO LÓPEZ, MANUEL ANTONIO SÁNCHEZ ESTRADA Y JOSÉ ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.644,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.645,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.646,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.647,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.648,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.649,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.650,"INFORME CONSOLIDADO 2018: SOBRE LOS PROGRAMAS EJECUTADOS POR LOS MIEMBROS DE LA RED DE ATENCIÓN COMPARTIDA, ART. 176 LEPINA","SAMUEL ERNESTO CARIAS HERRERA, MANUEL ANTONIO SÁNCHEZ ESTRADA, ALBERTO QUIÑONEZ CASTRO",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.651,PRIMERA ENCUESTA DE PREVALENCIA DE CONSUMO DE DROGAS EN ESCOLARES DE EDUCACIÓN BÁSICA Y MEDIA DE CENTROS ESCOLARES URBANOS 2003,COMISIÓN NACIONAL ANTIDROGAS EL SALVADOR,S/N,EXCELENTE ,M1D1
DRTSC.2.652,PRIMERA ENCUESTA DE PREVALENCIA DE CONSUMO DE DROGAS EN ESCOLARES DE EDUCACIÓN BÁSICA Y MEDIA DE CENTROS ESCOLARES URBANOS 2003,COMISIÓN NACIONAL ANTIDROGAS EL SALVADOR,S/N,EXCELENTE ,M1D1
DRTSC.2.653,ESTUDIO NACIONAL SOBRE EL CONSUMO DE DROGAS EN POBLACIÓN GENERAL DE EL SALVADOR 2014,"MARIO ERNESTO LÓPEZ LÓPEZ, ALMA CECILIA ESCOBAR DE MENA",COMISIÓN NACIONAL ANTIGROGAS,EXCELENTE ,M1D1
DRTSC.2.654,ESTUDIO NACIONAL SOBRE EL CONSUMO DE DROGAS EN POBLACIÓN GENERAL DE EL SALVADOR 2014,"MARIO ERNESTO LÓPEZ LÓPEZ, ALMA CECILIA ESCOBAR DE MENA",COMISIÓN NACIONAL ANTIGROGAS,EXCELENTE ,M1D1
DRTSC.2.655,ESTUDIO ONLINE SOBRE CONSUMO DE DROGAS EN LA POBLACIÓN ESTUDIANTIL DE UNA UNIVERSIDAD PRIVADA DE EL SALVADOR,FLABIO BAUTISTA PÉREZ,UNIVERSIDAD EVANGÉLICA DE EL SALVADOR,EXCELENTE ,M1D1
DRTSC.2.656,ALCOHÓLICOS ANÓNIMOS,"COMITÉ DEPARTAMENTAL DE SERVICIO GENERAL, ALCOHOLICOS ANÓNIMOS",ALCOHOLICS ANONYMUS WORLD SERVICES ,EXCELENTE ,M1D1
DRTSC.2.657,LA POBREZA EN EL SALVADOR: DESDE LA MIRADA DE SUS PROTAGONISTAS,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO (PNUD),PNUD,EXCELENTE ,M1D1
DRTSC.2.658,ELEMENTOS INICIALES PARA UNA ESTRATEGIA DE INSERCIÓN ECONÓMICA Y SOCIAL DE ADOLESCENTES Y JÓVENES EN EL SALVADOR,"ALBERTO QUIÑONEZ, ALFREDO ORELLANA",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.659,ELEMENTOS INICIALES PARA UNA ESTRATEGIA DE INSERCIÓN ECONÓMICA Y SOCIAL DE ADOLESCENTES Y JÓVENES EN EL SALVADOR,"ALBERTO QUIÑONEZ, ALFREDO ORELLANA",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.660,ELEMENTOS INICIALES PARA UNA ESTRATEGIA DE INSERCIÓN ECONÓMICA Y SOCIAL DE ADOLESCENTES Y JÓVENES EN EL SALVADOR,"ALBERTO QUIÑONEZ, ALFREDO ORELLANA",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.661,ELEMENTOS INICIALES PARA UNA ESTRATEGIA DE INSERCIÓN ECONÓMICA Y SOCIAL DE ADOLESCENTES Y JÓVENES EN EL SALVADOR,"ALBERTO QUIÑONEZ, ALFREDO ORELLANA",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.662,ELEMENTOS INICIALES PARA UNA ESTRATEGIA DE INSERCIÓN ECONÓMICA Y SOCIAL DE ADOLESCENTES Y JÓVENES EN EL SALVADOR,"ALBERTO QUIÑONEZ, ALFREDO ORELLANA",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.663,ELEMENTOS INICIALES PARA UNA ESTRATEGIA DE INSERCIÓN ECONÓMICA Y SOCIAL DE ADOLESCENTES Y JÓVENES EN EL SALVADOR,"ALBERTO QUIÑONEZ, ALFREDO ORELLANA",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.664,INCIDENCIA DEL MALTRATO PSICOLÓGICO EN EL CLIMA ESCOLAR DE ADOLESCENTES,"ALBERTO QUIÑONEZ, YANIRA RODRÍGUEZ Y MIGUEL ÁNGEL PLEÍTEZ ",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.665,INCIDENCIA DEL MALTRATO PSICOLÓGICO EN EL CLIMA ESCOLAR DE ADOLESCENTES,"ALBERTO QUIÑONEZ, YANIRA RODRÍGUEZ Y MIGUEL ÁNGEL PLEÍTEZ ",ISNA EDICIONES,EXCELENTE , M1D1
DRTSC.2.666,INCIDENCIA DEL MALTRATO PSICOLÓGICO EN EL CLIMA ESCOLAR DE ADOLESCENTES,"ALBERTO QUIÑONEZ, YANIRA RODRÍGUEZ Y MIGUEL ÁNGEL PLEÍTEZ ",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.667,INCIDENCIA DEL MALTRATO PSICOLÓGICO EN EL CLIMA ESCOLAR DE ADOLESCENTES,"ALBERTO QUIÑONEZ, YANIRA RODRÍGUEZ Y MIGUEL ÁNGEL PLEÍTEZ ",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.668,INCIDENCIA DEL MALTRATO PSICOLÓGICO EN EL CLIMA ESCOLAR DE ADOLESCENTES,"ALBERTO QUIÑONEZ, YANIRA RODRÍGUEZ Y MIGUEL ÁNGEL PLEÍTEZ ",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.669,INCIDENCIA DEL MALTRATO PSICOLÓGICO EN EL CLIMA ESCOLAR DE ADOLESCENTES,"ALBERTO QUIÑONEZ, YANIRA RODRÍGUEZ Y MIGUEL ÁNGEL PLEÍTEZ ",ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.670,LA RESTITUCIÓN DE DERECHOS DE LA NIÑEZ Y ADOLESCENCIA VÍCTIMA DE EXPLOTACIÓN SEXUAL,ÓSCAR RENÉ CASTILLO MONGE,ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.671,LA RESTITUCIÓN DE DERECHOS DE LA NIÑEZ Y ADOLESCENCIA VÍCTIMA DE EXPLOTACIÓN SEXUAL,ÓSCAR RENÉ CASTILLO MONGE,ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.672,LA RESTITUCIÓN DE DERECHOS DE LA NIÑEZ Y ADOLESCENCIA VÍCTIMA DE EXPLOTACIÓN SEXUAL,ÓSCAR RENÉ CASTILLO MONGE,ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.673,LA RESTITUCIÓN DE DERECHOS DE LA NIÑEZ Y ADOLESCENCIA VÍCTIMA DE EXPLOTACIÓN SEXUAL,ÓSCAR RENÉ CASTILLO MONGE,ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.674,LA RESTITUCIÓN DE DERECHOS DE LA NIÑEZ Y ADOLESCENCIA VÍCTIMA DE EXPLOTACIÓN SEXUAL,ÓSCAR RENÉ CASTILLO MONGE,ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.675,LA RESTITUCIÓN DE DERECHOS DE LA NIÑEZ Y ADOLESCENCIA VÍCTIMA DE EXPLOTACIÓN SEXUAL,ÓSCAR RENÉ CASTILLO MONGE,ISNA EDICIONES,EXCELENTE ,M1D1
DRTSC.2.676,INSTITUTO SALVADOREÑO PARA EL DESARROLLO DE LA MUJER (ISDEMU): SEGUNDO INFORME NACIONAL SOBRE LA SITUACIÓN DE VIOLENCIA CONTRA LAS MUJERES EN EL SALVADOR,INSTITUTO SALVADOREÑO PARA EL DESARROLLO DE LA MUJER (ISDEMU),ISDEMU,EXCELENTE ,M1D1
DRTSC.2.677,"CUADERNOS SOBRE DESARROLLO HUMANO: OCTUBRE 2009, NO. 9",MARÍA TENORIO,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO (PNUD),EXCELENTE ,M1D1
DRTSC.2.678,"APLICACIÓN DE UNA FUNCIÓN DOSIS-RESPUESTA PARA DETERMINAR LOS COSTOS SOCIALES DE LA CONTAMINACIÓN HÍDRICA EN LA MICROCUENCA DEL RIO LAS CAÑAS, SAN SALVADOR, EL SALVADOR",JOSÉ RICARDO CALLES HERNÁNDEZ,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1D1
DRTSC.2.679,LA CAPA DE OZONO. LOS AGUJEROS DEL OZONO ATMOSFÉRICO,M. BRITHT,EDITORIAL PARRAMÓN,EXCELENTE ,M1D1
DRTSC.2.680,LIBRO VERDE UTEC 2012,JOSÉ RICARDO CALLES HERNÁNDEZ,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1D1
DRTSC.2.681,MODELO DE VIVIENDA URBANA SOSTENIBLE,CORALIA ROSALÍA MUÑOZ MÁRQUEZ,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1D1
DRTSC.2.682,MODELO DE VIVIENDA URBANA SOSTENIBLE,CORALIA ROSALÍA MUÑOZ MÁRQUEZ,UNIVERSIDAD TECNOLÓGICA DE EL SALVADOR,EXCELENTE ,M1D1
DRTSC.2.683,"CONVENCIÓN INTERAMERICANA PARA PREVENIR, SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LA MUJER: ""CONVENCIÓN DE BELEM DO PARÁ""","DEPARTAMENTO DE LA FAMILIA, POLICIA NACIONAL CIVIL",IMPRENTA PUBLIC,EXCELENTE ,M1D1
DRTSC.2.684,"ENCUESTA SOBRE LA PERCEPCIÓN DE LA SEGURIDAD CIUDADANA A NIVEL NACIONAL, MUNICIPAL Y ZONAL","FUNDACIÓN DR. GUILLERMO MANUEL UNGO (FUNDAUNGO) Y INSTITUTO UNIVERSITARIO DE OPINIÓN PÚBLICA DE LA UNIVERSIDAD CENTROAMERICANA ""JOSÉ SIMEÓN CAÑA""",TALLERES DE LA IMPRENTA NACIONAL,EXCELENTE ,M1D1
DRTSC.2.685,"VIOLENCIA SOCIAL Y JUVENIL: ESTUDIO DIAGNÓSTICO CON 11 COMUNIDADES Y MUNICIPIOS DE LOS DEPARTAMENTOS DE USULUTÁN, SAN VICENTE, LA PAZ, LA LIBERTAD Y CHALATENANGO",ASOCIACIÓN INTERCEPTORIAL PARA EL DESARROLLO ECONÓMICO Y EL PROGRESO SOCIAL (CIDEP),CICOP,EXCELENTE ,M1D1
DRTSC.2.686,"VIOLENCIA SOCIAL Y JUVENIL: ESTUDIO DIAGNÓSTICO CON 11 COMUNIDADES Y MUNICIPIOS DE LOS DEPARTAMENTOS DE USULUTÁN, SAN VICENTE, LA PAZ, LA LIBERTAD Y CHALATENANGO",ASOCIACIÓN INTERCEPTORIAL PARA EL DESARROLLO ECONÓMICO Y EL PROGRESO SOCIAL (CIDEP),CICOP,EXCELENTE ,M1D1
DRTSC.2.687,EDUCACIÓN DE EL SALVADOR EN CIFRAS 1999 - 2001: ANUARIO ESTADÍSTICO 1999 -2001,"DIRECCIÓN NACIONAL DE MONITOREO Y EVALUACIÓN, MINISTERIO DE EDUCACIÓN",DIRECCIÓN DE ESTADÍSTICAS EDUCATIVAS,EXCELENTE ,M1D1
